SourceTable,PointID,MeasuringAgency,DataSource
WaterLevels,NM-06901,USGS,A
WellData,NM-06901,,USGS
WaterLevels,NM-07015,USGS,A
WaterLevels,NM-07015,USGS,A
WaterLevels,NM-07015,USGS,A
WaterLevels,NM-07015,USGS,A
WaterLevels,NM-07015,USGS,A
WaterLevels,NM-07015,USGS,A
WaterLevels,NM-07015,USGS,A
WaterLevels,NM-07015,USGS,A
WaterLevels,NM-07015,USGS,A
WaterLevels,NM-07015,USGS,A
WellData,NM-07015,,USGS
WaterLevels,NM-07039,USGS,A
WaterLevels,NM-07039,USGS,A
WaterLevels,NM-07039,USGS,A
WaterLevels,NM-07039,USGS,A
WellData,NM-07039,,USGS
WaterLevels,NM-07076,USGS,A
WaterLevels,NM-07076,USGS,A
WaterLevels,NM-07076,USGS,A
WaterLevels,NM-07076,USGS,A
WaterLevels,NM-07076,USGS,A
WaterLevels,NM-07076,USGS,A
WellData,NM-07076,,USGS
WaterLevels,NM-07190,USGS,A
WaterLevels,NM-07190,USGS,A
WellData,NM-07190,,USGS
WaterLevels,NM-07198,USGS,A
WaterLevels,NM-07198,USGS,A
WaterLevels,NM-07198,USGS,A
WaterLevels,NM-07198,USGS,A
WaterLevels,NM-07198,USGS,A
WaterLevels,NM-07198,USGS,A
WaterLevels,NM-07198,USGS,A
WellData,NM-07198,,USGS
WaterLevels,NM-07256,USGS,A
WaterLevels,NM-07256,USGS,A
WaterLevels,NM-07256,USGS,A
WaterLevels,NM-07256,USGS,A
WaterLevels,NM-07256,USGS,A
WaterLevels,NM-07256,USGS,A
WaterLevels,NM-07256,USGS,A
WaterLevels,NM-07256,USGS,A
WaterLevels,NM-07256,USGS,A
WaterLevels,NM-07256,USGS,A
WaterLevels,NM-07256,USGS,A
WaterLevels,NM-07256,USGS,A
WaterLevels,NM-07256,USGS,A
WaterLevels,NM-07256,USGS,A
WaterLevels,NM-07256,USGS,A
WaterLevels,NM-07256,USGS,A
WaterLevels,NM-07256,USGS,A
WaterLevels,NM-07256,USGS,A
WellData,NM-07256,,USGS
WaterLevels,NM-07437,USGS,A
WaterLevels,NM-07437,USGS,A
WaterLevels,NM-07437,USGS,A
WaterLevels,NM-07437,USGS,A
WaterLevels,NM-07437,USGS,A
WaterLevels,NM-07437,USGS,A
WellData,NM-07437,,USGS
WaterLevels,NM-07537,USGS,A
WaterLevels,NM-07537,USGS,A
WaterLevels,NM-07537,USGS,A
WaterLevels,NM-07537,USGS,A
WaterLevels,NM-07537,USGS,A
WaterLevels,NM-07537,USGS,A
WaterLevels,NM-07537,USGS,A
WaterLevels,NM-07537,USGS,A
WellData,NM-07537,,USGS
WaterLevels,NM-07567,USGS,A
WaterLevels,NM-07567,USGS,A
WaterLevels,NM-07567,USGS,A
WaterLevels,NM-07567,USGS,A
WaterLevels,NM-07567,USGS,A
WaterLevels,NM-07567,USGS,A
WaterLevels,NM-07567,USGS,A
WellData,NM-07567,,USGS
WaterLevels,NM-07749,USGS,A
WaterLevels,NM-07749,USGS,A
WaterLevels,NM-07749,USGS,A
WaterLevels,NM-07749,USGS,A
WaterLevels,NM-07749,USGS,A
WaterLevels,NM-07749,USGS,A
WaterLevels,NM-07749,USGS,A
WaterLevels,NM-07749,USGS,A
WaterLevels,NM-07749,USGS,A
WaterLevels,NM-07749,USGS,A
WaterLevels,NM-07749,USGS,A
WaterLevels,NM-07749,USGS,A
WaterLevels,NM-07749,USGS,A
WaterLevels,NM-07749,USGS,A
WellData,NM-07749,,USGS
WaterLevels,NM-08020,USGS,A
WaterLevels,NM-08020,USGS,A
WaterLevels,NM-08020,USGS,A
WaterLevels,NM-08020,USGS,A
WellData,NM-08020,,USGS
WaterLevels,NM-08040,USGS,A
WaterLevels,NM-08040,USGS,A
WaterLevels,NM-08040,USGS,A
WaterLevels,NM-08040,USGS,A
WaterLevels,NM-08040,USGS,A
WaterLevels,NM-08040,USGS,A
WaterLevels,NM-08040,USGS,A
WaterLevels,NM-08040,USGS,A
WaterLevels,NM-08040,USGS,A
WaterLevels,NM-08040,USGS,A
WellData,NM-08040,,USGS
WaterLevels,NM-08634,USGS,A
WaterLevels,NM-08634,USGS,A
WaterLevels,NM-08634,USGS,A
WaterLevels,NM-08634,USGS,A
WaterLevels,NM-08634,USGS,A
WaterLevels,NM-08634,USGS,A
WaterLevels,NM-08634,USGS,A
WaterLevels,NM-08634,USGS,A
WaterLevels,NM-08634,USGS,A
WellData,NM-08634,,USGS
WaterLevels,NM-09362,USGS,A
WaterLevels,NM-09362,USGS,A
WaterLevels,NM-09362,USGS,A
WaterLevels,NM-09362,USGS,A
WaterLevels,NM-09362,USGS,A
WaterLevels,NM-09362,USGS,A
WellData,NM-09362,,USGS
WaterLevels,NM-17409,USGS,A
WaterLevels,NM-17409,USGS,A
WaterLevels,NM-17409,USGS,A
WaterLevels,NM-17409,USGS,A
WaterLevels,NM-17409,USGS,A
WaterLevels,NM-17409,USGS,A
WaterLevels,NM-17409,USGS,A
WellData,NM-17409,,USGS & NMED SWP Atlas online
WaterLevels,NM-23292,USGS,A
WellData,NM-23292,,1) USGS 2) San Pedro Creek Estates HOA
WaterLevels,NM-26614,NPS,A
WaterLevels,NM-26614,USGS,A
WaterLevels,NM-26614,NPS,A
WaterLevels,NM-26614,NPS,A
WaterLevels,NM-26614,NPS,A
WaterLevels,NM-26614,NPS,A
WaterLevels,NM-26614,NPS,A
WellData,NM-26614,,USGS; Screens from NPS water level and well documentation
WaterLevels,NM-26724,USGS,A
WaterLevels,NM-26724,USGS,A
WaterLevels,NM-26724,USGS,A
WaterLevels,NM-26724,USGS,A
WaterLevels,NM-26724,USGS,A
WaterLevels,NM-26724,USGS,A
WaterLevels,NM-26724,USGS,A
WaterLevels,NM-26724,USGS,A
WaterLevels,NM-26724,USGS,A
WaterLevels,NM-26724,USGS,A
WaterLevels,NM-26724,USGS,A
WaterLevels,NM-26724,USGS,A
WaterLevels,NM-26724,USGS,A
WaterLevels,NM-26724,USGS,A
WaterLevels,NM-26724,USGS,A
WaterLevels,NM-26724,USGS,A
WaterLevels,NM-26724,USGS,A
WaterLevels,NM-26724,USGS,A
WaterLevels,NM-26724,USGS,A
WellData,NM-26724,,"USGS & Winograd, I.J., 1959, Ground-water Conditions and Geology of Sunshine Valley and Western Taos County, NM, State of New Mexico, State Engineer Office, Technical Report #12"
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WaterLevels,NM-26726,USGS,A
WellData,NM-26726,,"USGS & Winograd, I.J., 1959, Ground-water Conditions and Geology of Sunshine Valley and Western Taos County, NM, State of New Mexico, State Engineer Office, Technical Report #12"
WaterLevels,NM-26729,USGS,A
WaterLevels,NM-26729,USGS,A
WaterLevels,NM-26729,USGS,A
WellData,NM-26729,,"USGS & Winograd, I.J., 1959, Ground-water Conditions and Geology of Sunshine Valley and Western Taos County, NM, State of New Mexico, State Engineer Office, Technical Report #12"
WaterLevels,NM-26733,USGS,A
WaterLevels,NM-26733,USGS,A
WaterLevels,NM-26733,USGS,A
WaterLevels,NM-26733,USGS,A
WaterLevels,NM-26733,USGS,A
WaterLevels,NM-26733,USGS,A
WaterLevels,NM-26733,USGS,A
WaterLevels,NM-26733,USGS,A
WaterLevels,NM-26733,USGS,A
WaterLevels,NM-26733,USGS,A
WaterLevels,NM-26733,USGS,A
WaterLevels,NM-26733,USGS,A
WaterLevels,NM-26733,USGS,A
WaterLevels,NM-26733,USGS,A
WaterLevels,NM-26733,USGS,A
WaterLevels,NM-26733,USGS,A
WellData,NM-26733,,"USGS & Winograd, I.J., 1959, Ground-water Conditions and Geology of Sunshine Valley and Western Taos County, NM, State of New Mexico, State Engineer Office, Technical Report #12"
WaterLevels,NM-26737,USGS,A
WaterLevels,NM-26737,USGS,A
WaterLevels,NM-26737,USGS,A
WaterLevels,NM-26737,USGS,A
WaterLevels,NM-26737,USGS,A
WaterLevels,NM-26737,USGS,A
WaterLevels,NM-26737,USGS,A
WaterLevels,NM-26737,USGS,A
WaterLevels,NM-26737,USGS,A
WaterLevels,NM-26737,USGS,A
WaterLevels,NM-26737,USGS,A
WaterLevels,NM-26737,USGS,A
WaterLevels,NM-26737,USGS,A
WaterLevels,NM-26737,USGS,A
WaterLevels,NM-26737,USGS,A
WaterLevels,NM-26737,USGS,A
WaterLevels,NM-26737,USGS,A
WaterLevels,NM-26737,USGS,A
WaterLevels,NM-26737,USGS,A
WellData,NM-26737,,"USGS & Winograd, I.J., 1959, Ground-water Conditions and Geology of Sunshine Valley and Western Taos County, NM, State of New Mexico, State Engineer Office, Technical Report #12"
WaterLevels,NM-26741,USGS,A
WaterLevels,NM-26741,USGS,A
WaterLevels,NM-26741,USGS,A
WaterLevels,NM-26741,USGS,A
WaterLevels,NM-26741,USGS,A
WaterLevels,NM-26741,USGS,A
WaterLevels,NM-26741,USGS,A
WaterLevels,NM-26741,USGS,A
WaterLevels,NM-26741,USGS,A
WaterLevels,NM-26741,USGS,A
WaterLevels,NM-26741,USGS,A
WaterLevels,NM-26741,USGS,A
WaterLevels,NM-26741,USGS,A
WaterLevels,NM-26741,USGS,A
WaterLevels,NM-26741,USGS,A
WaterLevels,NM-26741,USGS,A
WaterLevels,NM-26741,USGS,A
WaterLevels,NM-26741,USGS,A
WaterLevels,NM-26741,USGS,A
WellData,NM-26741,,"USGS & Winograd, I.J., 1959, Ground-water Conditions and Geology of Sunshine Valley and Western Taos County, NM, State of New Mexico, State Engineer Office, Technical Report #12"
WaterLevels,NM-26755,USGS,A
WaterLevels,NM-26755,USGS,A
WaterLevels,NM-26755,USGS,A
WellData,NM-26755,,"USGS & Winograd, I.J., 1959, Ground-water Conditions and Geology of Sunshine Valley and Western Taos County, NM, State of New Mexico, State Engineer Office, Technical Report #12"
WellData,NM-26997,,Chemistry data from Lynn Brandvold with NMBGMR chemistry lab. NMBGMR visited the site after chem. data input.
WellData,NM-27028,,Original data and chemistry from Lynn Brandvold with NMBGMR chemistry lab. We visited site in July 2015 took GPS location and found well record.
WellData,NM-27037,,Chemistry data from Lynn Brandvold with NMBGMR chemistry lab. NMBGMR visited the site after chem. data input.
WellData,NM-27127,,Taos Soil & Water Conservation District
WellData,PC-002,,OFR-469 Hydrogeology & Water Resources of the Placitas Area
WellData,PC-014,,OFR-469 Hydrogeology & Water Resources of the Placitas Area
WellData,PC-019,,OFR-469 Hydrogeology & Water Resources of the Placitas Area
WellData,PC-020,,OFR-469 Hydrogeology & Water Resources of the Placitas Area
WellData,PC-025,,OFR-469 Hydrogeology & Water Resources of the Placitas Area
WaterLevels,PC-029,USGS,A
WaterLevels,PC-029,USGS,A
WellData,PC-029,,OFR-469 Hydrogeology & Water Resources of the Placitas Area
WellData,PC-055,,OFR-469 Hydrogeology & Water Resources of the Placitas Area
WellData,PC-075,,OFR-469 Hydrogeology & Water Resources of the Placitas Area
WellData,PC-121,,OFR-469 Hydrogeology & Water Resources of the Placitas Area
WellData,QU-004,,Lauren Sherson established USGS Site ID for the NGWMN project (5/29/18 - KP).
WellData,QU-015,,"Hydrogeology and Underflow Estimates in the Vicinity of the Proposed Guadalupe Mountain Tailings Facility, Dames & Moore, 1988."
WellData,QU-019,,WQ from Taos Soil & Water Conservation District
WellData,QU-039,,"Hydrogeology and Underflow Estimates in the Vicinity of the Proposed Guadalupe Mountain Tailings Facility, Dames & Moore, March 17, 1988."
WellData,QU-047,,USGS
WaterLevels,QU-068,NMED,A
WaterLevels,QU-068,NMED,A
WaterLevels,QU-068,NMED,A
WaterLevels,QU-068,NMED,A
WaterLevels,QU-068,NMED,A
WaterLevels,QU-068,NMED,A
WaterLevels,QU-068,NMED,A
WaterLevels,QU-068,NMED,A
WaterLevels,QU-068,NMED,A
WaterLevels,QU-068,NMED,A
WaterLevels,QU-068,NMED,A
WaterLevels,QU-068,NMED,A
WellData,QU-068,,"Pre-design groundwater investigation at the tailing facility - Final work plan. April 24, 2013, Arcadis"
WaterLevels,QU-069,NMED,A
WaterLevels,QU-069,NMED,A
WaterLevels,QU-069,NMED,A
WaterLevels,QU-069,NMED,A
WaterLevels,QU-069,NMED,A
WaterLevels,QU-069,NMED,A
WaterLevels,QU-069,NMED,A
WaterLevels,QU-069,NMED,A
WaterLevels,QU-069,NMED,A
WaterLevels,QU-069,NMED,A
WaterLevels,QU-069,NMED,A
WaterLevels,QU-069,NMED,A
WellData,QU-069,,"Pre-design groundwater investigation at the tailing facility - Final work plan. April 24, 2013, Arcadis"
WaterLevels,QU-070,NMED,A
WaterLevels,QU-070,NMED,A
WaterLevels,QU-070,NMED,A
WaterLevels,QU-070,NMED,A
WaterLevels,QU-070,NMED,A
WaterLevels,QU-070,NMED,A
WaterLevels,QU-070,NMED,A
WaterLevels,QU-070,NMED,A
WaterLevels,QU-070,NMED,A
WaterLevels,QU-070,NMED,A
WaterLevels,QU-070,NMED,A
WaterLevels,QU-070,NMED,A
WellData,QU-070,,"Pre-design groundwater investigation at the tailing facility - Final work plan. April 24, 2013, Arcadis"
WaterLevels,QU-071,NMED,A
WaterLevels,QU-071,NMED,A
WaterLevels,QU-071,NMED,A
WaterLevels,QU-071,NMED,A
WaterLevels,QU-071,NMED,A
WaterLevels,QU-071,NMED,A
WaterLevels,QU-071,NMED,A
WaterLevels,QU-071,NMED,A
WaterLevels,QU-071,NMED,A
WaterLevels,QU-071,NMED,A
WaterLevels,QU-071,NMED,A
WaterLevels,QU-071,NMED,A
WellData,QU-071,,"Pre-design groundwater investigation at the tailing facility - Final work plan. April 24, 2013, Arcadis"
WaterLevels,QU-072,NMED,A
WaterLevels,QU-072,NMED,A
WaterLevels,QU-072,NMED,A
WaterLevels,QU-072,NMED,A
WaterLevels,QU-072,NMED,A
WaterLevels,QU-072,NMED,A
WaterLevels,QU-072,NMED,A
WaterLevels,QU-072,NMED,A
WaterLevels,QU-072,NMED,A
WaterLevels,QU-072,NMED,A
WaterLevels,QU-072,NMED,A
WellData,QU-072,,"1) Discussion of Geology, Hydrogeol., & H2O Quality of Tailings Area, Molycorp Facility, Taos Cty, NM, 1995, South Pass Resources  2) Pre-Design Groundwater Investigation at the Tailing Facil. ARCADIS"
WaterLevels,QU-073,NMED,A
WaterLevels,QU-073,NMED,A
WaterLevels,QU-073,NMED,A
WaterLevels,QU-073,NMED,A
WaterLevels,QU-073,NMED,A
WaterLevels,QU-073,NMED,A
WaterLevels,QU-073,NMED,A
WaterLevels,QU-073,NMED,A
WaterLevels,QU-073,NMED,A
WaterLevels,QU-073,NMED,A
WaterLevels,QU-073,NMED,A
WaterLevels,QU-073,NMED,A
WellData,QU-073,,"1) Discussion of Geology, Hydrogeol., & H2O Quality of Tailings Area, Molycorp Facility, Taos Cty, NM, 1995, South Pass Resources  2) Pre-Design Groundwater Investigation at the Tailing Facil. ARCADIS"
WaterLevels,QU-074,NMED,A
WaterLevels,QU-074,NMED,A
WaterLevels,QU-074,NMED,A
WaterLevels,QU-074,NMED,A
WaterLevels,QU-074,NMED,A
WaterLevels,QU-074,NMED,A
WaterLevels,QU-074,NMED,A
WaterLevels,QU-074,NMED,A
WaterLevels,QU-074,NMED,A
WaterLevels,QU-074,NMED,A
WaterLevels,QU-074,NMED,A
WaterLevels,QU-074,NMED,A
WaterLevels,QU-075,NMED,A
WaterLevels,QU-075,NMED,A
WaterLevels,QU-075,NMED,A
WaterLevels,QU-075,NMED,A
WaterLevels,QU-075,NMED,A
WaterLevels,QU-075,NMED,A
WaterLevels,QU-075,NMED,A
WaterLevels,QU-075,NMED,A
WaterLevels,QU-075,NMED,A
WaterLevels,QU-075,NMED,A
WaterLevels,QU-075,NMED,A
WaterLevels,QU-075,NMED,A
WellData,QU-075,,"1) Discussion of Geology, Hydrogeol., & H2O Quality of Tailings Area, Molycorp Facility, Taos Cty, NM, 1995, South Pass Resources  2) Pre-Design Groundwater Investigation at the Tailing Facil. ARCADIS"
WaterLevels,QU-076,NMED,A
WaterLevels,QU-076,NMED,A
WaterLevels,QU-076,NMED,A
WaterLevels,QU-076,NMED,A
WaterLevels,QU-076,NMED,A
WaterLevels,QU-076,NMED,A
WaterLevels,QU-076,NMED,A
WaterLevels,QU-076,NMED,A
WaterLevels,QU-076,NMED,A
WaterLevels,QU-076,NMED,A
WaterLevels,QU-076,NMED,A
WaterLevels,QU-076,NMED,A
WellData,QU-076,,"1) Discussion of Geology, Hydrogeol., & H2O Quality of Tailings Area, Molycorp Facility, Taos Cty, NM, 1995, South Pass Resources  2) Pre-Design Groundwater Investigation at the Tailing Facil. ARCADIS"
WaterLevels,QU-077,NMED,A
WaterLevels,QU-077,NMED,A
WaterLevels,QU-077,NMED,A
WaterLevels,QU-077,NMED,A
WaterLevels,QU-077,NMED,A
WaterLevels,QU-077,NMED,A
WaterLevels,QU-077,NMED,A
WaterLevels,QU-077,NMED,A
WaterLevels,QU-077,NMED,A
WaterLevels,QU-077,NMED,A
WaterLevels,QU-077,NMED,A
WaterLevels,QU-077,NMED,A
WellData,QU-077,,"Pre-design groundwater investigation at the tailing facility - Final work plan. April 24, 2013, Arcadis"
WaterLevels,QU-078,NMED,A
WaterLevels,QU-078,NMED,A
WaterLevels,QU-078,NMED,A
WaterLevels,QU-078,NMED,A
WaterLevels,QU-078,NMED,A
WaterLevels,QU-078,NMED,A
WaterLevels,QU-078,NMED,A
WaterLevels,QU-078,NMED,A
WaterLevels,QU-078,NMED,A
WellData,QU-078,,"1) Discussion of Geology, Hydrogeol., & H2O Quality of Tailings Area, Molycorp Facility, Taos Cty, NM, 1995, South Pass Resources  2) Pre-Design Groundwater Investigation at the Tailing Facil. ARCADIS"
WellData,QU-080,,"1) Discussion of Geology, Hydrogeol., & H2O Quality of Tailings Area, Molycorp Facility, Taos Cty, NM, 1995, South Pass Resources"
WaterLevels,QU-081,NMED,A
WaterLevels,QU-081,NMED,A
WaterLevels,QU-081,NMED,A
WaterLevels,QU-081,NMED,A
WaterLevels,QU-081,NMED,A
WaterLevels,QU-081,NMED,A
WaterLevels,QU-081,NMED,A
WaterLevels,QU-081,NMED,A
WaterLevels,QU-081,NMED,A
WaterLevels,QU-081,NMED,A
WaterLevels,QU-081,NMED,A
WaterLevels,QU-081,NMED,A
WellData,QU-081,,"Pre-design groundwater investigation at the tailing facility - Final work plan. April 24, 2013, Arcadis"
WaterLevels,QU-082,NMED,A
WaterLevels,QU-082,NMED,A
WaterLevels,QU-082,NMED,A
WaterLevels,QU-082,NMED,A
WaterLevels,QU-082,NMED,A
WaterLevels,QU-082,NMED,A
WaterLevels,QU-082,NMED,A
WaterLevels,QU-082,NMED,A
WaterLevels,QU-082,NMED,A
WaterLevels,QU-082,NMED,A
WaterLevels,QU-082,NMED,A
WellData,QU-082,,"1) Discussion of Geology, Hydrogeol., & H2O Quality of Tailings Area, Molycorp Facility, Taos Cty, NM, 1995, South Pass Resources  2) Pre-Design Groundwater Investigation at the Tailing Facil. ARCADIS"
WaterLevels,QU-083,NMED,A
WaterLevels,QU-083,NMED,A
WaterLevels,QU-083,NMED,A
WaterLevels,QU-083,NMED,A
WaterLevels,QU-083,NMED,A
WaterLevels,QU-083,NMED,A
WaterLevels,QU-083,NMED,A
WaterLevels,QU-083,NMED,A
WaterLevels,QU-083,NMED,A
WaterLevels,QU-083,NMED,A
WaterLevels,QU-083,NMED,A
WaterLevels,QU-083,NMED,A
WellData,QU-083,,"Pre-design groundwater investigation at the tailing facility - Final work plan. April 24, 2013, Arcadis"
WaterLevels,QU-084,NMED,A
WaterLevels,QU-084,NMED,A
WaterLevels,QU-084,NMED,A
WaterLevels,QU-084,NMED,A
WaterLevels,QU-084,NMED,A
WaterLevels,QU-084,NMED,A
WaterLevels,QU-084,NMED,A
WaterLevels,QU-084,NMED,A
WaterLevels,QU-084,NMED,A
WaterLevels,QU-084,NMED,A
WaterLevels,QU-084,NMED,A
WaterLevels,QU-084,NMED,A
WellData,QU-084,,"1) Discussion of Geology, Hydrogeol., & H2O Quality of Tailings Area, Molycorp Facility, Taos Cty, NM, 1995, South Pass Resources  2) Pre-Design Groundwater Investigation at the Tailing Facil. ARCADIS"
WaterLevels,QU-085,NMED,A
WaterLevels,QU-085,NMED,A
WaterLevels,QU-085,NMED,A
WaterLevels,QU-085,NMED,A
WaterLevels,QU-085,NMED,A
WaterLevels,QU-085,NMED,A
WaterLevels,QU-085,NMED,A
WaterLevels,QU-085,NMED,A
WaterLevels,QU-085,NMED,A
WaterLevels,QU-085,NMED,A
WaterLevels,QU-085,NMED,A
WellData,QU-085,,"Pre-design groundwater investigation at the tailing facility - Final work plan. April 24, 2013, Arcadis"
WaterLevels,QU-086,NMED,A
WaterLevels,QU-086,NMED,A
WaterLevels,QU-086,NMED,A
WaterLevels,QU-086,NMED,A
WaterLevels,QU-086,NMED,A
WaterLevels,QU-086,NMED,A
WaterLevels,QU-086,NMED,A
WaterLevels,QU-086,NMED,A
WaterLevels,QU-086,NMED,A
WaterLevels,QU-086,NMED,A
WaterLevels,QU-086,NMED,A
WaterLevels,QU-086,NMED,A
WellData,QU-086,,"Pre-design groundwater investigation at the tailing facility - Final work plan. April 24, 2013, Arcadis"
WaterLevels,QU-087,NMED,A
WaterLevels,QU-087,NMED,A
WaterLevels,QU-087,NMED,A
WaterLevels,QU-087,NMED,A
WaterLevels,QU-087,NMED,A
WaterLevels,QU-087,NMED,A
WaterLevels,QU-087,NMED,A
WaterLevels,QU-087,NMED,A
WaterLevels,QU-087,NMED,A
WaterLevels,QU-087,NMED,A
WaterLevels,QU-087,NMED,A
WaterLevels,QU-087,NMED,A
WellData,QU-087,,"Pre-design groundwater investigation at the tailing facility - Final work plan. April 24, 2013, Arcadis"
WellData,QU-088,,"Pre-design groundwater investigation at the tailing facility - Final work plan. April 24, 2013, Arcadis"
WaterLevels,QU-089,NMED,A
WaterLevels,QU-089,NMED,A
WaterLevels,QU-089,NMED,A
WaterLevels,QU-089,NMED,A
WaterLevels,QU-089,NMED,A
WaterLevels,QU-089,NMED,A
WaterLevels,QU-089,NMED,A
WaterLevels,QU-089,NMED,A
WaterLevels,QU-089,NMED,A
WaterLevels,QU-089,NMED,A
WaterLevels,QU-089,NMED,A
WaterLevels,QU-089,NMED,A
WellData,QU-089,,"1) Well depth and screen info. from spreadsheet from mayor of Questa.  2) Pre-design groundwater investigation at the tailing facility - Final work plan. April 24, 2013, Arcadis."
WaterLevels,QU-090,NMED,A
WaterLevels,QU-090,NMED,A
WaterLevels,QU-090,NMED,A
WaterLevels,QU-090,NMED,A
WaterLevels,QU-090,NMED,A
WaterLevels,QU-090,NMED,A
WaterLevels,QU-090,NMED,A
WaterLevels,QU-090,NMED,A
WaterLevels,QU-090,NMED,A
WellData,QU-090,,"Pre-design groundwater investigation at the tailing facility - Final work plan. April 24, 2013, Arcadis"
WaterLevels,QU-091,NMED,A
WaterLevels,QU-091,NMED,A
WaterLevels,QU-091,NMED,A
WaterLevels,QU-091,NMED,A
WaterLevels,QU-091,NMED,A
WaterLevels,QU-091,NMED,A
WaterLevels,QU-091,NMED,A
WaterLevels,QU-091,NMED,A
WaterLevels,QU-091,NMED,A
WaterLevels,QU-091,NMED,A
WaterLevels,QU-091,NMED,A
WaterLevels,QU-091,NMED,A
WellData,QU-091,,"Pre-design groundwater investigation at the tailing facility - Final work plan. April 24, 2013, Arcadis"
WellData,QU-093,,"Pre-design groundwater investigation at the tailing facility - Final work plan. April 24, 2013, Arcadis"
WaterLevels,QU-094,NMED,A
WaterLevels,QU-094,NMED,A
WaterLevels,QU-094,NMED,A
WaterLevels,QU-094,NMED,A
WaterLevels,QU-094,NMED,A
WaterLevels,QU-094,NMED,A
WaterLevels,QU-094,NMED,A
WaterLevels,QU-094,NMED,A
WaterLevels,QU-094,NMED,A
WaterLevels,QU-094,NMED,A
WaterLevels,QU-094,NMED,A
WaterLevels,QU-094,NMED,A
WellData,QU-094,,"Pre-design groundwater investigation at the tailing facility - Final work plan. April 24, 2013, Arcadis"
WaterLevels,QU-095,NMED,A
WaterLevels,QU-095,NMED,A
WaterLevels,QU-095,NMED,A
WaterLevels,QU-095,NMED,A
WaterLevels,QU-095,NMED,A
WaterLevels,QU-095,NMED,A
WaterLevels,QU-095,NMED,A
WaterLevels,QU-095,NMED,A
WaterLevels,QU-095,NMED,A
WaterLevels,QU-095,NMED,A
WaterLevels,QU-095,NMED,A
WellData,QU-095,,"Pre-design groundwater investigation at the tailing facility - Final work plan. April 24, 2013, Arcadis"
WaterLevels,QU-096,NMED,A
WaterLevels,QU-096,NMED,A
WaterLevels,QU-096,NMED,A
WaterLevels,QU-096,NMED,A
WaterLevels,QU-096,NMED,A
WaterLevels,QU-096,NMED,A
WaterLevels,QU-096,NMED,A
WaterLevels,QU-096,NMED,A
WaterLevels,QU-096,NMED,A
WaterLevels,QU-096,NMED,A
WaterLevels,QU-096,NMED,A
WaterLevels,QU-096,NMED,A
WellData,QU-096,,"Pre-design groundwater investigation at the tailing facility - Final work plan. April 24, 2013, Arcadis"
WaterLevels,QU-097,NMED,A
WaterLevels,QU-097,NMED,A
WaterLevels,QU-097,NMED,A
WaterLevels,QU-097,NMED,A
WaterLevels,QU-097,NMED,A
WaterLevels,QU-097,NMED,A
WaterLevels,QU-097,NMED,A
WaterLevels,QU-097,NMED,A
WaterLevels,QU-097,NMED,A
WaterLevels,QU-097,NMED,A
WaterLevels,QU-097,NMED,A
WaterLevels,QU-097,NMED,A
WellData,QU-097,,"1) Discussion of Geology, Hydrogeol., & H2O Quality of Tailings Area, Molycorp Facility, Taos Cty, NM, 1995, South Pass Resources  2) Pre-Design Groundwater Investigation at the Tailing Facil. ARCADIS"
WaterLevels,QU-098,NMED,A
WaterLevels,QU-098,NMED,A
WaterLevels,QU-098,NMED,A
WaterLevels,QU-098,NMED,A
WaterLevels,QU-098,NMED,A
WaterLevels,QU-098,NMED,A
WaterLevels,QU-098,NMED,A
WaterLevels,QU-098,NMED,A
WaterLevels,QU-098,NMED,A
WaterLevels,QU-098,NMED,A
WaterLevels,QU-098,NMED,A
WaterLevels,QU-098,NMED,A
WellData,QU-098,,"Pre-design groundwater investigation at the tailing facility - Final work plan. April 24, 2013, Arcadis"
WaterLevels,QU-099,NMED,A
WaterLevels,QU-099,NMED,A
WaterLevels,QU-099,NMED,A
WaterLevels,QU-099,NMED,A
WaterLevels,QU-099,NMED,A
WaterLevels,QU-099,NMED,A
WaterLevels,QU-099,NMED,A
WaterLevels,QU-099,NMED,A
WaterLevels,QU-099,NMED,A
WaterLevels,QU-099,NMED,A
WaterLevels,QU-099,NMED,A
WaterLevels,QU-099,NMED,A
WellData,QU-099,,"1) Discussion of Geology, Hydrogeol., & H2O Quality of Tailings Area, Molycorp Facility, Taos Cty, NM, 1995, South Pass Resources  2) Pre-Design Groundwater Investigation at the Tailing Facil. ARCADIS"
WellData,QU-100,,Lauren Sherson established USGS Site ID for the NGWMN project (5/29/18 - KP).
WaterLevels,SA-0001,USGS,A
WaterLevels,SA-0001,USGS,A
WaterLevels,SA-0001,USGS,A
WaterLevels,SA-0001,USGS,A
