NMAquiferTable,MatchField,LocationId,WellID,OBJECTID,PointID,OSEWellID,OSEWelltagID,HoleDepth,WellDepth,DepthSource,CompletionDate,CompletionSource,MeasuringPoint,MPHeight,CasingDiameter,CasingDepth,CasingDescription,DrillerName,ConstructionMethod,ConstructionNotes,AquiferType,AqClass,FormationZone,StaticWater,WaterNotes,Status,CurrentUse,StatusUserNotes,MonitoringStatus,OpenWellLoggerOK,MonitorOK,SampleOK,DataSource,Notes,MonitorGroup,WellPdf,MonitorStatusReason,HydrographInterp,PrimaryUseSite_USGS,PrimaryUseWater_USGS,SSMA_TimeStamp
dbo.WellData,DataSource,CB029310-9044-4778-87C9-22ECF5B32A84,D2FC2FC9-B563-49F9-A6EA-71FF7F32ADF6,36407,BC-0222,,,,,,,,,0.95,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000059409
dbo.WellData,DataSource,F018DC22-87E8-41CB-8FFE-F4D6960F030C,1F0009E2-B6C8-4476-83E5-72D4F02D7CB7,36433,BC-0248,S-02775 POD4,,283,268,R,2015-11-24 00:00:00.000,D,Old MP hgt 1.79'. Changed to 2.21' on 7/18/2016.,2.21,0.32,268.25,,"HydroGeologic Services, Inc.",H,,,,231CHNL,117,WBZ: 110' to 160' pinkish-tan clay and claystone @ 5 GPM; 160' to 170' purple grey sandstone @ 5 GPM; 170' to 200' pink tan claystone @ 5 GPM; 200' to 260' purple grey sandstone.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0248.pdf,,,,,0x0000000000059477
dbo.WellData,DataSource,9FEBCE78-26CF-4CC8-BA1C-5FC8E1640666,F72F7134-AFA6-4A99-AF8E-7308FBB4AAF0,7010,BC-0142,RG-61095,,,720,R,1995-06-28 00:00:00.000,D,,1.05,0.38,,,"Rodgers & Co., Inc.",,,,,110ALVM,435,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000059497
dbo.WellData,DataSource,42E601C8-8CD0-4DC6-A5CE-9412673F6A15,231396C9-F298-4D2F-B532-749D091F845E,6979,BC-0111,,,,,R,,,,1.13,,,,,,,,,,,,C,D,Property vacant before Fall 2014. Since then well is active.,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005958B
dbo.WellData,DataSource,7A3690E8-CB9D-4E63-8CC6-4E39B7154A2E,A719D608-2442-48C1-A752-757A1C75090B,6975,BC-0107,E-09352,,780,780,R,2008-04-19 00:00:00.000,D,,2.1,,,,Sandia Well Drilling,A,,,,325MDER,,Dry Hole.,I,,Non-pumping well,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0107.pdf,,,,,0x00000000000595F1
dbo.WellData,DataSource,65031CEC-8BC9-4F2A-B32F-B2E5AC283896,D1072766-5202-4687-9199-75B1A1451BF0,6910,BC-0042,S-01283 POD2,,340,340,R,2008-11-11 00:00:00.000,D,,1.37,0.38,340,,"WH Adkison Drilling, Inc.",A,,,,325MDER,220,WBZ: 258' to 260' grey fractured limestone @ 5 GPM; 265' to 281' blue fractured limestone @ 1 GPM; 300' to 320' grey fractured limestone @ 1 GPM; 320' to 340' tan fractured limestone @ 20 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0042.pdf,,,,,0x0000000000059617
dbo.WellData,DataSource,E863B8FA-7E3D-4430-B261-2DFF9673D243,929CA374-AE18-4F55-A76C-76A64F9B0D55,36441,BC-0256,,,,,,,,,0.86,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005969B
dbo.WellData,DataSource,B0F874AB-2BAC-4424-8A6A-2B7368C3C0DB,1BA8AF8F-E8A4-4A2C-8AE8-771A4206707B,36442,BC-0257,RG-87064 POD2,,510,510,R,2009-07-02 00:00:00.000,D,,1.85,0.37,510,,Garcia Brothers Drilling,P,,,,410PRCG,,"WBZ: 160' to 510' green granite, white granite, black granite @ 10 GPM.",,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0257.pdf,,,,,0x00000000000596DF
dbo.WellData,DataSource,362F82BF-9DDE-4710-A741-BA452F75352E,DFC9B5CA-59E6-4802-937B-78A302B37422,6879,BC-0011,S-0082,,260,260,D,1970-10-06 00:00:00.000,D,,1.62,0.42,260,,Adkison Drilling,,New well,,,231CHNL,60,WBZ: 245' to 260' sandstone.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0011.pdf,,,,,0x00000000000597D6
dbo.WellData,DataSource,804A7C79-9800-4FA7-9B0D-A0953540509F,1E61E283-A882-4E43-8A4F-79B93FD45F16,6954,BC-0086,S-01659 POD2,,440,422,R,2013-02-20 00:00:00.000,D,,1.3,0.39,422,,"Water Works Drilling, Inc.",A,,,,231AGZC/230MNKP,254,WBZ: 255' to 258' Existing well and production @ 2 GPM; 394' to 410' dark grey sandstone @ 3 GPM; 410' to 432' brown sandstone @ 5+ GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000059880
dbo.WellData,DataSource,112E38E7-FFA6-420F-9554-AE21A9672410,62B4526F-3579-40AE-8AE7-79BECCAEDE5E,7058,BC-0190,S-01508,,400,400,R,2008-10-15 00:00:00.000,D,,1.76,0.45,400,,"Earl & Sons, Inc.",P,,,,231CHNL,140,WBZ: 375' to 385' grey sandstone; 385' to 395' maroon grey sandstone. Total yield 40+ GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0190.pdf,,,,,0x0000000000059887
dbo.WellData,DataSource,CC21BC41-3FA5-453D-A05D-413B1482CE97,41C38F67-43B4-4A49-A2C1-7A28AA9CCF37,6999,BC-0131,RG-66386,,360,360,R,1996-11-23 00:00:00.000,D,,0.85,0.42,360,,Tom Massey Drilling,A,,,,325MDER,162,WBZ: 241' to 247' limestone @ 2 GPM; 356' to 360' broken limestone @ 15 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0131.pdf,,,,,0x00000000000598B6
dbo.WellData,DataSource,B2C16532-8132-4C0F-B59C-5EEC24E51DBF,242FE5C9-0221-4E7E-B0D8-7AFC1121A99D,6900,BC-0032,S-01931,,220,210,R,1996-02-07 00:00:00.000,D,,1.1,0.38,210,,"Sandia Well Drilling, Inc.",A,,,,325MDER,85,WBZ: 175' to 176' brown limestone @ 8 GPM; 210' to 211' brown limestone @ 12 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0032.pdf,,,,,0x0000000000059934
dbo.WellData,DataSource,C963321F-100F-4647-B845-C4FCA98AC190,57B7D3AD-0797-4C84-8604-7BCAD67F80D7,6894,BC-0026,RG-33327,,125,125,R,1979-09-25 00:00:00.000,D,,1,0.42,125,,Garcia Drilling,A,,,,410PRCG,70,WBZ: 90' to 110' yellow sand rock @ 6-8 GPM; 110' to 125' yellow sand rock @ 10-15 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0026.pdf,,,,,0x00000000000599B1
dbo.WellData,DataSource,44DCF5AC-6998-48FE-983C-EE5A611607DD,7C04F593-EDCB-43C3-A11F-7CBB468315F4,7052,BC-0184,S-01129,,400,400,R,1985-01-09 00:00:00.000,D,,1.78,0.42,400,,"Earl & Sons, Inc.",P,,,,325MDER,300,WBZ: 350' to 400' fractured limestone @ 10+ GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0184.pdf,,,,,0x0000000000059A28
dbo.WellData,DataSource,999C100A-2596-499B-BF51-FAACBE5B5DB6,65865CEB-7AA6-45E4-A24F-7F98EB8C00BC,7015,BC-0147,S-01511,,680,680,D,1990-08-21 00:00:00.000,D,,0.78,,,,Sandia Well Drilling,A,,,,231CHNL,225,WBZ: 486'-487' gray sandstone @ 1 gpm; 507'-508' red sandstone @ 1 gpm; 665'-666' red sandstone @ 15 gpm,C,S,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0147.pdf,,,,,0x0000000000059BE5
dbo.WellData,DataSource,1F3E1396-7DD5-4AFD-A7AF-559C35F0A5F0,EF0DC739-0BA5-41D8-8D0E-7FF7FBCAF8BD,6870,BC-0002,E-04316,,360,360,D,1985-09-07 00:00:00.000,D,,1.14,0.42,360,,"Earl & Sons, Inc",P,,,,325MDER,200,WBZ: 300'-360' Shale/limestone @ 4-5 gpm.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0002.pdf,,,,,0x0000000000059C21
dbo.WellData,DataSource,1732A1B8-651B-40C7-8E6D-3D69A41A3BDE,47B6BE7C-1DCF-4885-B02C-804D42891813,6926,BC-0058,S-00363,,,216,R,,,,1.34,,,,,,,,,318YESO ,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000059C50
dbo.WellData,DataSource,6C771B6E-478A-4B79-BE1A-B0282ED8D74E,32BAD558-901C-45B7-9761-81D213C98F46,6935,BC-0067,,,,,R,,,,1.58,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000059D2A
dbo.WellData,DataSource,B3BF9E5C-FCAF-4F02-8A1B-C0EEECF087A1,DF8BBCC1-09BF-4439-8DCF-81E4D48464CF,36394,BC-0209,,,,,,,,,0,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000059D3A
dbo.WellData,DataSource,973993E8-948A-4A2F-906A-76AF48688224,4BAA497B-2060-4DA3-8CC0-82437D199C7E,6904,BC-0036,S-00569,,350,350,R,1979-12-03 00:00:00.000,D,,0.61,0.42,350,,"Earl & Sons, Inc",P,,,,318ABO,225,WBZ: 300' to 350' sandstone @ 10 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0036.pdf,,,,,0x0000000000059D7A
dbo.WellData,DataSource,3C0BB31E-6DC1-4C34-9E08-52CEC7302EB6,B26D3053-56BD-457F-A8FF-82CB64C11633,6986,BC-0118,,,,,,,,,0.9,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000059DC8
dbo.WellData,DataSource,08563BFF-D578-4737-9284-205A3807F635,15336D86-7CB3-497F-AD4C-84844DEAEAA9,6938,BC-0070,S-01197,,240,240,R,1986-07-30 00:00:00.000,D,,2.06,0.42,240,,"Sandia Well Drilling, Inc.",A,,,,231CHNL,150,WBZ: 175' to 176' brown sandstone @ 25 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0070.pdf,,,,,0x0000000000059EBC
dbo.WellData,DataSource,AFCBEEBB-6459-4388-AE30-B84C1F048433,DC2BBE6D-DD60-4F8B-B19F-856C9E4F5ADD,36391,BC-0206,,,,,,,,,1.1,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x0000000000059F4B
dbo.WellData,DataSource,A7DD8C61-39D5-4F7F-901D-8013746C6201,71A06967-FBB4-4362-A99A-8B5860F33541,6876,BC-0008,S-02746,,260,260,R,1983-03-15 00:00:00.000,D,,2.19,0.42,260,,"Earl & Sons, Inc.",P,,,,,120,WBZ: 200' to 260' greyish sandstone @ 15 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0008.pdf,,,,,0x000000000005A2AA
dbo.WellData,DataSource,D207B1EA-0E94-489F-A3BE-247359F4CBE2,A6146F23-FD5E-414F-A078-8C12A58C9ED5,7024,BC-0156,,,,260,R,,,,1,,,,,,,,,313SADG,,,I,D,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005A31D
dbo.WellData,DataSource,CAEFCBEB-6A1B-4ABC-8DB9-A83870641D48,BCD00048-3BCF-40D7-BD6B-8D25E86CD79B,36439,BC-0254,S-01588,,,630,R,,,,1.54,,,,,,,,,231CHNL,,,C,S,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005A3A3
dbo.WellData,DataSource,D7958836-8ADA-4C60-A19B-10D6AC75341E,EB1A3D72-1113-4432-9ED8-8D4D92F3E6E7,6927,BC-0059,S-02066,,,343,R,,,,1.16,,,,,,Existing well was deepened.,,,231AGZC,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005A3BC
dbo.WellData,DataSource,322C19B2-3BA0-46C7-9D2B-6BC95E3B674D,1B5EF445-8D12-4A7F-8BF6-8F385083527C,7040,BC-0172,S-01466,,400,400,R,1989-10-20 00:00:00.000,D,,1.18,0.42,400,,"Sandia Well Drilling, Inc.",A,,,,325MDER,350,WBZ: 380' to 381' brown sandstone @ 10 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0172.pdf,,,,,0x000000000005A4E1
dbo.WellData,DataSource,584181F0-56AE-4CB4-9996-2870CDE087CF,F7F714FE-E8B5-4889-8BA7-8F4C670CF730,7031,BC-0163,S-01295,,85,85,R,1987-09-01 00:00:00.000,D,,1.13,0.42,85,,"Earl & Sons, Inc.",P,,,,318YESO ,25,WBZ: 65' to 85' sandstone @ 8 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0163.pdf,,,,,0x000000000005A4EE
dbo.WellData,DataSource,B0F9DDF0-1A4E-4699-9848-9AC06FF20430,15880831-CAA4-4CE2-8B8C-8F56C26A4D2F,36411,BC-0226,S-01088,,500,500,R,1985-08-04 00:00:00.000,D,,0,0.42,500,,Garcia Drilling,A,,,,325MDER,250,WBZ: 480' to 500' grey sand rock @ 3-4 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0226.pdf,,,,,0x000000000005A4F9
dbo.WellData,DataSource,20B49F23-637F-41A9-982D-BB513059ED63,F6FA3CA0-40B4-4159-923C-900191679EB8,36409,BC-0224,,,,161,R,,,,0.8,,,,,,Sounded by Sara Chudnoff on 3/3/2015.,,,318ABO,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005A562
dbo.WellData,DataSource,14FF6DA9-A638-4FF2-9FB5-83CCCC019EB8,64528708-337A-4435-9070-90433473EBE5,6916,BC-0048,,,,,R,,,,0.5,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005A583
dbo.WellData,DataSource,E691F9A4-9027-48F3-B189-8EC6B3A64914,E2EBCD35-4231-45D6-AEAD-934165152CA8,36398,BC-0213,,,,,,,,,1.3,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005A75B
dbo.WellData,DataSource,73E008DC-B8E5-467B-A33D-A4FF4F849578,AAEC5359-863A-4D4F-BD3D-93E342BB33CD,6948,BC-0080,S-01531 POD2,,500,500,R,2012-11-16 00:00:00.000,D,,1.85,0.56,500,,"Sandia Well Service, Inc.",P,,,,231AGZC/230MNKP,156,WBZ: 267' to 320' yellow sandstone @ 3 GPM; 453' to 464' white sandstone @ 15 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0080.pdf,,,,,0x000000000005A7B5
dbo.WellData,DataSource,F4101510-0110-44D8-A438-1E51B662262C,E710CAE8-8ECD-4A25-9FE2-9552107E1E1D,6991,BC-0123,,,,,R,,,,1.4,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005A8A8
dbo.WellData,DataSource,74F773A5-6973-45D5-822B-D6CE299DD79C,FF1E41CB-12B6-4697-834D-9555971C958B,36422,BC-0237,,,,,,,,,1.18,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005A8AB
dbo.WellData,DataSource,A1F1460E-8602-4908-87FB-EB448DE19D5D,FFE1A338-2319-468D-9850-96DDA3C3AB30,36416,BC-0231,S-02106,,405,405,R,1999-03-02 00:00:00.000,D,,0.95,0.54,405,,Beeman Well Drilling,A,,,,325MDER,295,WBZ: 300' to 302' grey limestone broken & fractured @ 8 GPM; 380' to 384' grey limestone @ 7 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0231.pdf,,,,,0x000000000005A9A0
dbo.WellData,DataSource,1E6C0E0B-343D-4025-8FF2-20CDEE4B1CA0,E78B5193-0F99-42F5-8A70-96FC003C4448,6974,BC-0106,,,,,R,,,,0,,,,,,,,,,,,I,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005A9B4
dbo.WellData,DataSource,38BFC00B-BAE3-46B2-8EA9-1218D378DFA5,B6D84A84-2900-41D3-93D9-9A09D5E3F104,6884,BC-0016,,,,,R,,,,2.45,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005AB7E
dbo.WellData,DataSource,0E4BF9EB-7B82-42DB-B461-70929279E5CA,411D4FE4-DDF3-4F33-92A4-9AA23FCDF560,6899,BC-0031,S-01458,,320,320,R,2007-06-04 00:00:00.000,D,,1.78,0.42,320,,A&M Drilling & Pump Service,A,,,,231AGZC/230MNKP,182,WBZ: 238' to 240' brown fractured sandstone @ 30-40 GPM; 263' to 268' brown fractured sandstone @ 7-10 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0031.pdf,,,,,0x000000000005ABE3
dbo.WellData,DataSource,9A07F71F-7ED5-4313-BF1F-76CB1274EBAE,8362381D-2ED5-41A4-838D-9EC156BF3DC2,6987,BC-0119,E-09520,,,800,R,,,,1.17,,,,,,,,,325MDER,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005AE56
dbo.WellData,DataSource,617210C7-E72F-4F12-9786-4BF47AC18507,081CC00C-D1DB-48F8-8172-9F56E4E2326F,7046,BC-0178,S-01596,,,475,R,,,,1.1,,,,,,,,,325MDER,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005AEC4
dbo.WellData,DataSource,CC632F4A-7E68-4B6B-9704-29748B611281,C2EDDE9A-32DF-4A64-A626-9FA5675BAF0F,7011,BC-0143,RG-60929,,,711,R,1995-06-15 00:00:00.000,D,,0,0.38,,,"Rodgers & Co., Inc.",,,,,110ALVM,490,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005AEF6
dbo.WellData,DataSource,66E3CA93-BA9C-4549-9842-9B0DA6D2528A,7AF22EE0-A5DB-4F08-82D3-A0397EE241B4,6956,BC-0088,S-02548,,245,245,R,2007-10-09 00:00:00.000,D,,1.15,0.45,245,,Earl & Sons,Z,Construction Method: DHH,,,310GLOR/300YESO,140,WBZ: 205' to 235' pink-buff sadstone; 235' to 240' red sandstone; total yield 40+ GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0088.pdf,,,,,0x000000000005AF40
dbo.WellData,DataSource,B4AE80E6-A197-4CFC-B53C-7BF2E29D31F2,FE744921-AD56-49D7-AA90-A5A1A6B429BA,36392,BC-0207,,,,,,,,,2.57,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005B271
dbo.WellData,DataSource,E21CF3FB-400F-485D-868E-66DF6E1F3912,F167A4C1-8E93-4DD1-B740-A6D99DAC5BFC,7017,BC-0149,S-02408,,290,290,R,2005-06-10 00:00:00.000,D,Measure from top of the bottom PVC casing. Top part of PVC casing is removable.,1.44,0.45,290,,"Earl & Sons, Inc.",A,Type tools: DHH,,,300YESO,205,WBZ: 240' to 270' orange red-brown sandstone @ 2-3 GPM; 270' to 290' red-brown sandstone @ 10 GPM.,I,D,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0149.pdf,,,,,0x000000000005B33D
dbo.WellData,DataSource,C1720C4B-9A52-4A81-8446-78ECE4C6E2FE,E80831EF-D5F1-4C02-BCF2-AD7D769C4A7E,36421,BC-0236,S-02312,,310,310,R,2003-08-18 00:00:00.000,D,,1.65,0.42,310,,"Sandia Well Service, Inc.",A,,,,300YESO,200,WBZ: 260' to 270' grey sandstone @ 20 GPM; 300' to 310' grey sandstone @ 10 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0236.pdf,,,,,0x000000000005B765
dbo.WellData,DataSource,83B16F90-0946-4E52-9B43-6D9BBD1048AF,479E81F3-6384-43C4-817A-AF328B1A7E31,6930,BC-0062,S-01814,,325,325,R,1994-08-27 00:00:00.000,D,,1.49,0.38,325,,Beeman Well Drilling,A,,,,325MDER,,WBZ: 230' to 325' broken and fractured white sandstone @ 4-5 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0062.pdf,,,,,0x000000000005B85D
dbo.WellData,DataSource,02C5D1A4-B96D-4218-B58E-5FB3108E1B8B,D5BF54AA-DA28-491A-9B00-AFDBC8712668,36397,BC-0212,,,,39,A,,,,0,,,,,,Bottom tagged on 9/28/2015 by Bernalillo County.,,,325MDER,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005B8B9
dbo.WellData,DataSource,D37F93E7-E705-4602-A09D-BD7DE1D792B1,49024025-ADD8-4803-ACAC-B0092DA10ED2,36400,BC-0215,,,,,,,,,1.59,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005B8D7
dbo.WellData,DataSource,F272E720-A016-4BDC-9F01-E09C06A6B794,BF5D940B-9A4D-4401-AA0D-B02788641487,6976,BC-0108,,,,,,,,,-4,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005B8ED
dbo.WellData,DataSource,604BC207-0F71-4979-9D91-89D5CD5836FB,FF9D16EC-41FF-4C9F-A771-B171D22C37E1,7018,BC-0150,S-20786,,,335,R,,,,1.16,,,,,,,,,231CHNL,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005B9B7
dbo.WellData,DataSource,96E6A7F7-6C60-429D-AE3A-4DE0365D9E83,EDE6AD0A-9950-4A80-8A11-B1CAF53189F8,7019,BC-0151,S-00063 POD2,,290,290,R,2011-10-24 00:00:00.000,D,,0,0.5,290,,Leo A. Dennisson,A,,,,231CHNL,112,WBZ: 230' to 250' brown shell; 270' to 290' conglomerate. Total yield 25 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0151.pdf,,,,,0x000000000005B9E6
dbo.WellData,DataSource,C9D176FD-2677-4373-9508-816224C600D1,007A5201-BDD3-4643-B780-B22D56BBEA8B,6878,BC-0010,S-01524,,270,270,R,1990-12-07 00:00:00.000,D,,1.35,0.42,270,,"Sandia Well Drilling, Inc.",A,Old well,,,231CHNL,215,WBZ: 165' to 166' green sandstone @ 30 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0010.pdf,,,,,0x000000000005BA2A
dbo.WellData,DataSource,94771756-8129-461F-A5B2-BB6741EB4B4D,C0B37CB8-8A76-42A7-BD83-B2BE6A380D8C,6965,BC-0097,S-02510,,245,245,R,2007-05-30 00:00:00.000,D,,1.81,0.45,245,,"Earl & Sons, Inc.",Z,Construction Method: DHH,,,231CHNL,100,WBZ: 185' to 210' maroon sandstone @ 10 GPM; 225' to 235' grey sandstone @ 10 GPM; 240' to 245' green grey sandstone @ 20+ GPM.,I,D,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0097.pdf,,,,,0x000000000005BA83
dbo.WellData,DataSource,33850470-B6E3-4F06-A543-D21EE51DF84D,3CBE7F1E-E0DF-4D40-998C-B46565A4F127,36380,BC-0195,S-01711,,420,420,R,1988-05-06 00:00:00.000,D,,1.88,0.42,420,,"Earl & Sons, Inc.",P,,,,221MRSN,300,WBZ: 365' to 420' sandstone @ 10 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0195.pdf,,,,,0x000000000005BB72
dbo.WellData,DataSource,66F27CD2-EE06-4452-9C75-19C7E7CAC84A,D5B3A458-57D9-4692-AE31-B4A6229C52B6,7044,BC-0176,S-01779,,400,400,R,1994-05-13 00:00:00.000,D,,1.27,0.42,380,,"W.H. Adkison Drilling, Inc.",A,,,,325MDER,300,WBZ: 241' to 263' tan & white fractured limestone @ 8 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0176.pdf,,,,,0x000000000005BBA1
dbo.WellData,DataSource,4D3E34F8-8AAC-4BFD-BA55-265CA393357C,968D0A14-855D-48D9-A5B7-B53E8EEFA264,7000,BC-0132,,,,,R,,,,1.97,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005BBF2
dbo.WellData,DataSource,50610FC2-A820-4BF3-B585-57EFB2FCA496,0CA68EAE-2561-4B18-B73B-B59E3D5AC6B2,6944,BC-0076,S-01769,,285,285,R,1994-05-20 00:00:00.000,D,,0.83,0.42,285,,"Sandia Well Drillin, Inc.",A,,,,231CHNL,63,WBZ: 205' to 206' brown limestone @ 4 GPM;  235' to 236' brown limestone @ 20 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0076.pdf,,,,,0x000000000005BC1C
dbo.WellData,DataSource,94CAAEBB-C145-4996-99C4-D47D53A3BADF,5B187DD2-CDA3-44FE-ABDC-B5A6BDA915BE,6952,BC-0084,S-01810,,210,210,R,1994-09-19 00:00:00.000,D,,1.1,0.38,210,,"Garcia & Sons Drilling, Co.",A,,,,231CHNL,60,WBZ: 60' to 210' colored clay and rock @ 15 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0084.pdf,,,,,0x000000000005BC1F
dbo.WellData,DataSource,010D3CDF-A990-4029-95DA-2F275A55EC52,5CF2D720-B0BB-4D2F-BF8E-B74E031BD14F,7029,BC-0161,S-02359,,385,385,R,2003-05-24 00:00:00.000,D,,1.4,0.45,385,,"Earl & Sons, Inc.",A,Type tools: DHH,,,318ABO,70,WBZ: 125' to 145' grey fractured sandstone @ 15 GPM; 195' to 215' grey white sandstone @ 5 GPM; 265' to 275' dark grey sandstone @ 5 GPM.,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0161.pdf,,,,,0x000000000005BD26
dbo.WellData,DataSource,4A749B0A-91A9-421E-BE15-F31C5E196A88,D04EB6C0-BEF6-463A-96C7-B828B4DF10BF,36383,BC-0198,RG-30135,,600,600,D,1978-02-25 00:00:00.000,D,,1,,,,Garcia's Drilling,C,Well depth of 600 ft was reported from Bernalillo County data. Found well record subsequently.,,,325MDER,300,WBZ: 280'-300' Red sandstone @ 2-3 gpm,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0198.pdf,,,,,0x000000000005BDA8
dbo.WellData,DataSource,CD6D0B09-85B2-4B5B-A1FC-C9ADEDA4605B,6C563339-DEB6-4FA6-8319-B8E3E3AAA5BB,7062,BC-0194,S-00843 POD 2,,380,380,R,2012-04-06 00:00:00.000,D,,1.82,0.33,380,,"Sandia Well Service, Inc.",P,,,,231CHNL,149,WBZ: 287' to 315' yellow sandstone; 315' to 380' red shale. Total yield ~10 GPM.,I,D,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,BC0194.pdf,,,,,0x000000000005BE07
dbo.WellData,DataSource,116A7411-FE4B-4140-9D56-D0EA5513A2A5,656C8488-47F6-4425-AAE4-B93D787AE368,36393,BC-0208,,,,,,,,,0,,,,,,,,,,,,,,,H,false,false,false,"Bernalillo County, Sara Chudnoff",,0,,,,,,0x000000000005BE3D
