PointID,SiteNames,Easting,Northing,LocationNotes,CoordinateNotes,MeasuringPoint,WD_MPHeight,WellDepth,WL_MPHeight,DateMeasured,DepthToWater,LevelStatus,MeasurementMethod,SiteNotes,EquipmentType,Model,SerialNo,HangingCableLength,RecordingInterval,DateInstalled,EquipmentNotes
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1952-09-05,36.14,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1952-11-05,36.6,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1953-01-06,36.86,,S,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1953-03-12,37.08,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1953-05-07,37.25,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1953-07-14,37.44,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1953-09-15,37.19,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1953-11-10,37.71,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1954-01-06,37.88,,S,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1954-03-16,38.1,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1954-05-18,38.25,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1954-07-14,38.22,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1954-09-09,36.69,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1954-11-12,37.6,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1955-01-12,38.24,,S,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1955-03-16,38.52,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1955-05-17,38.73,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1955-07-19,38.9,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1955-09-12,35.32,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1955-11-15,36.72,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1956-01-04,37.63,,S,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1956-03-07,38.37,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1956-05-09,38.85,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1956-07-10,39.17,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1956-09-07,39.16,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1956-11-09,39.54,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1957-01-11,39.74,,S,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1957-04-09,40.2,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1957-08-10,39.86,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1957-11-19,39.49,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1958-01-13,40.48,,S,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1958-04-24,33.84,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1958-08-06,32.42,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1958-11-20,27.98,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1959-01-15,29.88,,S,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1959-04-20,33.86,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1959-11-06,36.7,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1960-01-15,38.02,,S,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1960-04-07,39.21,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1960-08-05,40.21,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1960-11-11,40.93,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1961-01-06,41.14,,S,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1961-04-16,41.65,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1961-08-13,42.07,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1961-11-21,42.23,,U,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1962-01-08,42.42,,S,,,,,,,,
NM-02407,Salopek 3,222992,3591768,"10.3 mi N of US180 & NM26 intersection N of Deming between mile markers 153 and 154, turn left west on CR D017, go 2 miles west to Salopek ranch white gate (combo is 1951). Go north thru house yard to west of boxcar turn west across RR tracks thru gates to three way jxn of 2-tracks. Take north track 2 miles to N and W to tank w solar well. Go thru gate on W, loop around corrals get on two track parallel to RR, go 1.1 miles to well, look for concrete pad for engine (?)",Elevation from 4.5m SPADTM Lat/LongDD updated 5/27/2020,Top of open hole flush with ground. (USGS WLs reported bgs.),0,200,0,1962-04-06,40.98,,U,,,,,,,,
